CustomerID,Recency,TenureDays,Frequency,Monetary
17873,80,293,5,1859.16
17874,185,70,6,683.46
17877,170,1,1,237.61
17878,44,1,1,379.45
17879,174,1,1,178.51999999999998
17880,365,1,1,458.92
17881,304,1,1,133.35000000000002
17883,3,242,4,671.77
17884,4,367,4,717.45
17885,12,1,1,190.19
17886,32,217,3,899.61
17887,129,1,1,111.35
17888,21,335,8,726.05
17889,212,109,2,203.87
17890,323,38,2,602.09
17891,162,1,1,203.85999999999999
17892,56,99,3,244.1
17893,225,1,1,112.25
17894,72,294,8,1119.81
17895,44,1,1,98.0
17896,23,1,1,256.32
17897,173,200,3,566.6
17898,85,121,2,152.06
17899,159,1,1,155.8
17900,190,1,2,112.19999999999999
17901,29,1,1,110.38
17904,21,1,1,191.67
17905,71,302,4,800.24
17906,247,1,1,72.9
17908,374,1,1,243.28
17911,9,1,1,366.23
17912,310,54,5,311.01
17913,59,296,2,411.6
17914,4,1,1,336.43
17917,45,317,3,341.28
17919,88,1,1,1304.04
17920,4,369,17,4204.1
17921,64,202,4,826.52
17923,282,1,1,207.50000000000003
17924,12,361,7,2962.5
17925,373,1,1,244.08
17926,133,70,2,397.29
17928,45,200,2,212.54
17929,11,297,4,843.0
17930,36,203,5,1740.48
17931,134,121,2,408.36
17932,29,182,3,1331.57
17934,52,7,2,704.25
17935,138,3,2,145.79
17936,5,1,1,389.84
17937,9,353,7,4301.22
17939,160,1,1,99.14
17940,49,253,10,4106.4400000000005
17941,131,1,1,304.56
17942,8,1,1,77.50000000000001
17946,233,26,2,149.57999999999998
17947,37,1,1,176.68
17948,147,1,1,358.56000000000006
17949,1,370,45,58510.48
17950,72,293,3,482.2
17951,40,333,3,1008.5400000000001
17954,5,365,12,2332.72
17955,199,20,4,557.3
17956,249,1,1,12.75
17957,66,1,1,111.68
17958,117,1,1,508.4599999999999
17960,171,1,1,73.78
17961,21,350,39,1296.44
17962,142,1,1,102.83
17964,32,340,2,471.7
17965,38,331,14,2622.57
17966,38,223,5,1098.43
17967,372,1,1,123.07
17968,374,1,1,277.35
17969,166,194,2,228.2
17970,211,1,1,582.59
17972,242,1,1,136.04
17973,52,1,1,337.04
17974,25,194,3,740.79
17975,15,351,13,4488.81
17976,372,1,1,353.19
17977,29,1,1,288.14
17978,365,1,1,300.91999999999996
17979,36,224,4,757.71
17980,166,193,3,811.45
17984,145,1,1,152.68
17985,22,1,1,634.95
17986,56,1,1,20.8
17987,185,1,1,198.57
17988,12,314,7,201.12
17990,237,124,3,630.84
17991,225,1,2,93.35
17994,122,169,4,678.49
17995,282,1,1,76.1
17997,74,89,8,1970.6699999999998
17999,37,329,2,382.06
18001,12,74,2,417.23
18004,362,1,1,169.47
18005,4,43,2,249.72
18006,23,1,1,444.68
18008,70,248,9,2116.19
18009,235,1,1,257.34
18010,257,1,1,174.8
18011,373,1,1,102.78999999999999
18013,155,1,2,187.29
18014,28,1,1,166.42
18015,4,1,1,120.03
18016,32,331,5,1483.56
18017,81,229,3,523.0
18018,108,91,2,122.14
18019,52,1,1,38.45
18022,36,1,1,668.11
18024,153,1,2,389.78
18027,99,1,1,115.31
18030,4,38,2,230.64999999999998
18032,334,1,1,73.5
18033,65,1,1,97.97
18034,22,1,2,422.88
18035,36,7,3,730.4
18036,32,213,3,405.62
18037,154,207,6,70.02
18040,19,226,2,357.20000000000005
18041,12,361,21,4183.39
18042,54,1,1,165.04999999999998
18043,25,342,3,559.51
18044,4,356,10,2088.6
18045,45,1,1,189.4
18048,203,1,2,172.29000000000002
18050,359,1,1,74.4
18053,71,1,1,300.02
18055,7,362,10,6784.1900000000005
18056,288,1,1,363.65
18058,10,1,1,170.16
18059,23,44,3,306.46
18061,22,344,10,2119.41
18062,173,164,3,720.52
18064,133,102,2,814.0
18065,6,358,14,2392.83
18066,75,1,1,318.0
18067,40,1,1,396.33
18068,289,1,1,101.69999999999999
18069,26,301,5,2036.67
18071,258,108,2,453.0
18072,186,1,1,247.44
18073,114,82,12,3877.5200000000004
18074,374,1,1,489.6
18075,23,337,10,2611.75
18077,8,358,11,2633.0099999999998
18078,217,41,2,336.13
18079,45,193,4,3651.97
18080,19,223,2,1231.5
18081,36,97,3,343.45
18082,26,1,1,703.37
18084,16,1,1,90.47999999999999
18085,330,43,2,689.95
18086,274,1,1,101.34
18087,98,192,2,4055.7199999999993
18088,61,1,1,167.67000000000002
18092,2,363,11,9068.26
18093,93,209,4,2106.52
18094,82,210,7,3017.3
18095,313,20,2,580.0500000000001
18096,12,52,3,911.15
18097,8,346,6,2697.8
18099,127,1,1,168.31
18101,11,132,2,223.65
18102,1,366,60,259657.3
18104,37,1,1,754.64
18105,38,1,1,113.48000000000002
18106,330,1,1,430.7
18108,254,1,1,271.0
18109,2,368,26,8052.97
18110,20,1,1,236.3
18112,12,154,2,352.69
18113,369,1,1,76.32000000000001
18114,290,1,1,220.1
18116,68,296,8,1418.03
18117,26,1,1,320.72
18118,11,358,26,5653.82
18119,368,1,1,181.12
18120,214,1,1,111.15
18121,149,5,2,673.1
18122,8,142,6,1826.21
18123,24,7,2,589.4399999999999
18125,30,286,4,1142.99
18126,61,1,1,206.82999999999998
18127,19,114,3,348.73
18129,243,1,1,112.55000000000001
18130,15,41,3,1059.39
18133,212,1,1,931.4999999999999
18135,29,161,5,681.9100000000001
18136,63,256,3,784.33
18138,295,1,1,152.65
18139,18,1,6,8438.34
18142,157,58,2,1019.52
18143,117,25,2,1000.16
18144,8,365,12,2888.75
18145,13,299,4,2861.55
18146,141,79,2,160.35000000000002
18147,46,62,2,179.33999999999997
18149,51,222,3,612.0799999999999
18150,32,169,3,566.58
18151,135,155,2,653.35
18154,3,40,2,399.19
18155,75,216,3,371.62
18156,13,356,2,734.94
18158,9,79,2,453.4
18159,301,1,1,530.15
18160,57,143,2,638.0600000000001
18161,15,304,5,1618.69
18164,37,1,1,399.65000000000003
18165,177,1,1,302.46000000000004
18167,23,82,3,1384.8600000000001
18168,176,196,6,1169.94
18169,61,1,1,202.65
18170,33,183,3,980.31
18171,59,274,5,1231.31
18172,15,275,20,7561.68
18173,87,187,4,2106.84
18174,7,1,1,104.0
18176,358,1,1,476.35
18177,31,224,6,1341.42
18178,129,235,4,1590.81
18179,9,327,6,1793.17
18180,5,137,6,1843.75
18181,24,1,1,382.8
18183,227,47,2,632.07
18184,15,1,1,49.8
18185,249,1,1,304.25
18188,15,275,3,2001.04
18189,78,190,2,1090.24
18190,192,138,2,284.46000000000004
18191,262,1,1,207.79999999999998
18192,72,1,1,957.97
18193,165,1,1,243.76
18194,82,1,1,973.8399999999999
18196,95,195,2,689.13
18198,4,332,17,5425.56
18200,106,1,1,163.8
18202,200,111,3,1396.99
18203,157,1,1,160.42000000000002
18204,71,121,3,1993.7
18205,36,38,2,517.36
18209,29,1,1,139.10000000000002
18210,2,265,6,2621.38
18211,26,252,5,600.07
18212,326,1,1,248.42
18213,237,1,1,232.48000000000002
18215,89,1,1,299.34000000000003
18216,31,1,1,481.75
18217,29,41,2,621.75
18218,211,70,2,662.08
18219,3,366,10,2069.77
18220,227,1,1,305.28000000000003
18221,22,189,5,1041.61
18222,93,1,1,443.0
18223,5,353,14,6484.54
18224,264,1,1,158.95000000000002
18225,3,361,12,5509.12
18226,44,293,11,5228.05
18227,218,1,1,93.75
18228,57,22,2,779.9
18229,12,361,20,7276.900000000001
18230,9,293,7,2810.2000000000003
18231,192,96,5,2083.27
18232,82,115,4,592.97
18233,326,1,1,440.0
18235,72,145,3,1796.48
18236,30,210,6,882.24
18237,3,131,5,987.1
18239,219,153,5,1561.6100000000001
18240,46,1,1,422.58
18241,10,208,17,2073.09
18242,72,141,4,2232.4900000000002
18245,7,347,7,2567.06
18246,24,209,2,596.1
18248,123,63,2,804.02
18249,17,1,1,95.34
18250,310,1,1,349.27
18251,87,1,1,4314.72
18252,51,121,2,526.67
18255,89,1,1,103.3
18257,39,256,8,2337.63
18259,25,341,3,2338.6000000000004
18260,173,185,6,2643.2000000000003
18261,43,52,2,324.24
18262,140,1,1,149.48
18263,26,226,3,1213.1599999999999
18265,72,85,2,801.51
18268,134,1,1,25.5
18269,366,1,1,168.6
18270,38,228,2,283.15
18272,3,244,6,3078.58
18273,2,255,3,204.0
18274,30,1,1,175.92
18276,44,1,1,335.86
18277,58,1,1,110.38
18278,74,1,1,173.9
18280,278,1,1,180.60000000000002
18281,181,1,1,80.82
18282,8,118,2,178.05
18283,4,333,16,2094.88
18287,43,158,3,1837.28
